"Storage","X2000","X2001","X2002","X2003","X2004","X2005"
"Ganges",14.0960777821221,14.4955331122227,12.7502982147052,13.9699072962975,14.8959912559929,14.4427824279233
"Mekong",0.281820070901357,0.37110958427887,0.310862835641393,0.297144176180765,0.397016368602363,0.326927157686956
"Irawaddy",0.176785146105951,0.150746412589661,0.157970621683279,0.158631481840591,0.191441574479747,0.168513437478566
"Luni_ext",-0.284046054523589,-0.263533508042111,-0.285203380330968,-0.414941827130057,-0.374662927922319,-0.442037862277116
"Indus",17.2486895827234,11.8269743372887,11.5645441033755,14.215795712006,12.1841870768378,14.6704821397017
"Brahmaputra",26.2692407104519,23.1806285512097,23.8405742465367,25.77439493682,28.2704986083456,24.4533102818076
"Salween",2.76524395316961,2.80612023290088,2.58975765375897,2.91402349176104,3.2735886467196,2.82922648677052
"Yangtze",0.322219495779956,1.10520483467514,1.64513437643348,1.36459639874843,1.97268920328575,0.709222105364762
"Yellow",0.0482846039382806,0.0289820059744795,0.0413234023789875,0.0479102762466691,0.0525775193927098,0.0573221114559194
