"","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"Ganges",1.14731961078412,0.460437669651387,0.571671101227329,0.753691587322108,0.850640577209983,0.437332990156935,0.429258472524717,0.872420908335562,0.934454561179826,0.652474955014571,1.02288380220965,0.492096185429113,0.487630459203913,0.417943897665866,0.578217849603529,0.743434544546354,0.808722214407605,0.726123671506288,0.780199681689422,0.808675646699839,0.761884681435203,0.713520667041316,0.575365650649508,0.582205159342995,0.533418494297611,0.60975482303033,0.458151012138751,0.709572082346886,0.614179151174396,0.764293617733181,0.799644819538606,0.865247726867685,0.570101826409734,0.479259372417114,0.459620035237509,0.572460488697683,0.77740177689248,0.415212480744,0.371879940485927,0.434986438110916,0.758041591943901,0.462779631316391,0.474831088829671,0.725042183175496,0.86231098582381,0.72244778648459,0.654962993938815,0.771164726283545,0.406054318768969,0.602935884013171,0.462813636947954,0.471306798007496,0.581757356783332,0.363866772994252,0.602243364475497,0.495402194817408,0.676108601189272,0.644785568847006,0.508853336860542,0.48691677779489,0.355507601693103,0.4592990483756,0.473432340761278,0.619990836676958,0.428009561628535,0.537184103953304,0.370817500348866,0.236609613991471,0.526736816212146,0.313933638067053,0.377228831610613,0.544962397352125,0.449459157688298,0.395308637109365,0.34333047855641,0.331961154502547,0.27448451141168,0.390258746716676,0.4284524645999,0.43201598704992,0.272314939730263,0.199772520404693,0.409438674007277,0.293758302313502,0.325503916390309,0.279923270687545,0.347822650775828,0.293029936015767,0.366048364205718,0.343578625316809,0.231326769516272,0.286782817616527,0.337177539812784,0.283046421211598
"Mekong",0.000798013571865391,0.00020468685402964,0.000182063129058797,0.000337097435420813,0.000248879726400398,0.00157127228260228,0.00219400994482088,0.000143768320339141,0.000182595324042704,0.000948249927699847,0.000531516726738821,0.000208770323381078,4.32735389408203e-05,0.000218045878237924,0.00122405590573711,0.000247564131629807,0.000613713791219336,0.000337775682638024,0.000353068148746037,0.000422555104348315,0.000992085058887197,0.000490815068429629,0.000536219028134262,0.000411584509661292,0.0010219255563771,0.000132852590427098,0.000373945530924683,0.000507540326097702,0.000359098909705864,0.000594215783654684,0.00053392461674444,0.0014870131516147,0.000705178697310407,0.00137244501811153,0.000161932136023427,0.000391171867483458,0.000289815951881777,0.00326156752880199,0.000325471492555622,0.000612654254724813,0.000559355337005923,0.000153317187131623,0.00145337372185357,9.63628404797859e-05,0.000149693282519847,0.000114433392579315,0.000168848784589706,0.000316162711199771,0.000120547513621026,0.00042383272535045,0.000268686121845266,0.000129924711447038,0.000159318590945274,0.000282021743115486,0.00109317840734445,0.000208478282421486,0.000571939961212711,0.000296347176313829,0.000196901158253766,9.21556135258572e-05,5.33269445488157e-05,5.38604388575168e-05,3.54895037447072e-05,0.000327847736088199,0.000121298960405619,0.000248243450278353,0.000240901972876303,0.00145041098643179,0.000406457207820669,0.000119058634437439,0.000184361676913568,0.000246926018798696,6.47497187806434e-05,9.5443203017672e-05,0.000605169351833329,0.000342415132806316,5.9492141603585e-05,3.16001313727138e-05,0.000125602444386605,0.000391435828994991,0.000901917803759047,9.71617244413037e-05,0.000293280546060991,0.000168380620711541,7.60348989961822e-05,0.000255563601782931,3.29767598734758e-05,0.000266839553198748,0.000309064947486832,7.80603076788415e-05,4.14181079860782e-05,5.665961535171e-05,0.000101667408557148,9.8260605247316e-05
"Irawaddy",3.99386391394715e-05,6.47050227473983e-07,6.43939968585617e-07,0.000120735819352806,0.000147780712753147,1.73594730382492e-05,8.8850774234025e-06,5.30670984157839e-06,2.44092879695718e-06,0.000109259215472687,4.20559393043536e-06,8.18846500974555e-05,1.09744281599845e-05,4.21459216072518e-06,0.000192913332396822,4.83281768926259e-05,8.35989172395493e-06,0.000163087688064687,6.89839719222731e-05,2.0023939200197e-06,9.67343827043955e-06,3.32567520301149e-06,1.20932614215862e-06,3.62584441279689e-05,4.9989891329964e-06,1.38158516660462e-06,5.66724861165417e-07,8.37987293055663e-05,7.49687203108083e-07,3.15604772483708e-07,2.33731169570264e-05,3.49071901756225e-05,1.51436841076599e-05,5.5775322544885e-05,4.4014082971339e-06,2.44098462599753e-06,4.95159096429711e-06,6.12465557302757e-05,5.31798670876208e-06,8.21721147571454e-07,3.3537819252801e-06,1.28254365916469e-06,1.17953503219533e-06,6.58432407449762e-05,3.61643333629307e-05,4.12725495642593e-05,8.94662188592579e-07,6.03797250779779e-06,4.19713719085732e-07,6.51567473059351e-06,4.90338413774323e-06,2.30166025740713e-05,9.98909583986048e-06,3.94676940944097e-06,0.000116657982845509,1.17150577214124e-05,8.43142826365491e-06,2.19824231240407e-05,2.72688658343025e-06,3.24712056977464e-06,3.11458113849038e-06,5.85748070007906e-06,3.35875520632675e-05,4.16132144261947e-06,8.14384685320211e-06,3.55157506715096e-06,4.17820935343125e-05,3.33193899696654e-05,3.89163640292742e-06,5.17653577937453e-06,9.20232746326644e-05,2.56972274654646e-05,5.51111206204034e-06,7.20205936601452e-06,1.28869395386051e-05,6.15139816830924e-06,1.41150290089121e-06,1.04496467422003e-05,1.09595582193008e-05,3.97432985790903e-05,1.07902310456854e-05,1.51024996126504e-05,5.92499850490306e-06,2.03601647911312e-06,3.24960360944832e-06,2.31296312614412e-05,4.01331919337435e-06,2.58872293032389e-06,7.04511490138521e-06,2.51672657053124e-06,1.67482377237032e-06,2.31399891338879e-06,4.07822643611926e-06,7.85109933877142e-06
"Luni_ext",0.432810922129702,0.45926715949845,0.503474591321187,0.38130417539073,0.424599235465317,0.390036463079465,0.363710364624353,0.398238102192787,0.398226013809343,0.347702370495545,0.369902528745361,0.414879116690586,0.49909398996817,0.255024583620786,0.299944475177934,0.430203697650043,0.575869607262221,0.370886270278787,0.470321751532333,0.687883910802178,0.599186097622547,0.566724416854708,0.477245501255616,0.348960667344492,0.529631893497522,0.427564137869443,0.404800515167576,0.400314029700653,0.488352907767447,0.498692266661835,0.572743527804391,0.347151153169359,0.491116266344551,0.453230083463916,0.355457372749067,0.587259808399,0.363811196603352,0.304998830745097,0.526524168625085,0.408175055545311,0.375043228965012,0.484536704227896,0.406701844174444,0.485123549653971,0.610451935417112,0.38253937108355,0.616117768715672,0.525492847568325,0.646812030616185,0.575836678060487,0.412196701077254,0.40041613911144,0.485718377882669,0.35849748547522,0.37800701614773,0.483978214749035,0.479657906280965,0.616056718558848,0.427890114603009,0.611858073231806,0.35397553535874,0.445177170625005,0.46969087522367,0.427122532564281,0.385460007317881,0.411333562660812,0.503151377125546,0.280635290293718,0.4012980678047,0.43569782953062,0.357467316570614,0.450659478045245,0.342886906759895,0.490278901997333,0.275647685197011,0.348196477735112,0.377102921449813,0.332267298989786,0.382046955929063,0.459589542965433,0.261395979493899,0.306509527896568,0.44528518489345,0.331554056466916,0.282833143202939,0.332315667032462,0.413507056876551,0.396796612842106,0.372992913833762,0.317547996000662,0.24492761942484,0.345744092609178,0.340942333584532,0.372586637272129
"Indus",2.18315824699185,1.94112822611423,2.12683764096856,1.92915881716922,2.18279452493566,1.7319654661302,1.76052942549186,2.13632502027758,1.90924949578593,1.88135285686605,1.70763338991533,1.90812271883878,2.24719782513595,1.14551619567235,1.47720669896863,2.07284625825775,2.71619759428906,1.70859070611131,2.24486023009698,3.25254928184479,2.80747649516299,2.76460994020378,2.04729230164946,1.58241329986164,2.33621099205655,1.92426787044019,1.68198361355287,1.89086102762553,1.97884453010758,2.37268570632088,2.53950092532849,1.58430144328363,2.30121020871198,2.03907816031122,1.68862447921326,2.72509617214108,1.72104641165258,1.24015880248824,2.27227155114108,1.94037029757794,1.78982723406192,1.7711978587565,1.70078741000835,2.0488198119761,2.41010101515862,1.53859609019343,2.37913815867611,2.17029542187391,2.45455546214507,2.40316326761065,1.76149333828513,1.59001767195664,1.95938241605271,1.15971718624093,1.49276278327038,1.94558968635741,1.83288509016592,2.63576059885417,1.72113458929281,2.28502759098688,1.29509296180856,1.75538539777666,1.86540300636219,1.75005252706774,1.49066336354548,1.67125576037315,1.81590121554585,1.02686737228041,1.53317452542689,1.46654548696352,1.34430920039354,1.76418759284487,1.40050022711609,1.9106753136589,1.00510119611623,1.25889416650868,1.36271117456825,1.2888885116051,1.52321353717666,1.84162798650004,0.901785401984533,1.07348271487892,1.8402943476169,1.24218900523499,1.06696001733043,1.2703499651437,1.62895141898749,1.52299309994469,1.41694654172337,1.23826665304841,0.980702709779435,1.30259758365738,1.29280391086914,1.43440594090713
"Amu_Darya",0.809017219848752,1.37598180365659,1.33233091551991,1.10121848934302,1.02095138382883,1.19094359534379,0.913102505037818,0.994693472582115,0.947553671352759,0.831896219114732,0.96852376248987,1.05617802493758,1.32564747623923,0.923826794816404,0.898434463655894,1.08834422106879,1.15101900846609,1.04807391164629,1.04830313704612,1.35642466780499,1.27682509865405,1.50954869023337,1.5284253158902,1.03249531661285,1.34861752995397,1.36062266800618,1.53738153121979,1.13325838080575,1.3069300507655,1.40001759241019,1.57042255235174,0.881326521052302,1.08759008870503,1.2713088361553,1.13205778425152,1.27703292532222,1.05420057756448,1.28081056840342,1.34627432771114,1.40031674844546,0.890926061969944,1.29187655756826,1.12697956188236,1.14199704622297,1.30683122503817,0.730854514068294,1.50413497116039,0.806259321686947,1.49363684648979,1.42679815486031,1.04995503947841,1.11388594390288,0.973953631460641,0.851242994152498,0.810670643580322,0.939738477311718,1.12488488878373,1.36112734135401,1.05603667616254,1.28869991633361,0.848385606809196,0.790286729836579,1.22652466418132,0.866106030816019,0.904800682100869,0.644821716626307,1.01953114816049,0.782781665896543,0.800993890602595,0.87127707998769,0.673849218227265,0.646197605796005,0.726206389851492,0.980734284344689,0.403095417406766,0.506920699461478,0.833210263671108,0.664276126704825,0.971030444667679,0.950121146478788,0.52542442672955,0.710013008301106,0.661836554480819,0.515839615678697,0.527822507492455,0.789060031410899,0.846316179926897,0.54299699404438,0.404019658363538,0.44603829965193,0.552476731035876,0.646521315755721,0.534133256536657,0.570788341783454
"Brahmaputra",0.167269398642814,0.0171816768298411,0.00573954437744646,0.133656878606951,0.194142914095872,0.0497225419433933,0.0801400681588017,0.0485420800880891,0.0697704790353771,0.0747331521522074,0.128423883542547,0.119250271698701,0.0328753669343958,0.030571730060294,0.0679474530700912,0.0888800229781971,0.0717941502094685,0.11082215677743,0.0923564695065191,0.0550011352428131,0.0528703100846879,0.0557051060732257,0.047903910050391,0.080966991621881,0.0801560449460833,0.15247109769285,0.0154971710718573,0.0515778979520426,0.0802818802821745,0.0544016835185129,0.0476501626755003,0.340139518069607,0.0629881743783108,0.0690237644674069,0.0810410403314805,0.0109213736458403,0.142306642564866,0.14608529716909,0.0154792701390696,0.0430710962755435,0.0997009131136209,0.121216546980626,0.0658344679850233,0.122608341805074,0.162663353384439,0.149181958175079,0.0106833442371935,0.0573097027691366,0.0162523867318608,0.043526205794082,0.0452980126776742,0.0981009740031006,0.0570030217849554,0.132564715732281,0.0721812987422477,0.0264628418883185,0.103698808935681,0.0246589771323678,0.0744747783516113,0.0204299600294518,0.0178301994991389,0.0205529202092704,0.0647297028120567,0.0558292175608101,0.0885452728256131,0.0343905389838415,0.0688727601971292,0.055725913349652,0.0381767340373077,0.0261799090503417,0.0676583506643436,0.0901834981048222,0.0556417079332418,0.00785893067538283,0.0566986556644662,0.011351553071896,0.0133039340433475,0.0357934510033311,0.077992077722095,0.0880122979981583,0.0984979730469168,0.0144722131884816,0.0304481577772021,0.0385688635428578,0.0620371180881287,0.0542428563852385,0.0234220448909603,0.0126643553685753,0.0164725807607957,0.0203117461986733,0.0173262995483582,0.0177479713837352,0.0181392447611366,0.0213658737904306
"Syr_Darya",0.687395583529801,0.856033563115346,0.786098306035365,0.727693160157034,0.680335134266984,0.800482624753471,0.691463704140734,0.665188676960331,0.702559788754865,0.64749883831347,0.724231196352515,0.768455798828173,0.867169162145463,0.721420902640555,0.712724683059741,0.76782114549626,0.671880476627328,0.737859607457355,0.742665421423599,0.840314176572567,0.874503845332832,0.885590870068632,0.930386895031956,0.763579258583182,0.778874819132506,0.801686752907156,0.902980950080372,0.681223637862441,0.687873559184101,0.816276255189576,0.871629878927294,0.611887092580398,0.642142703148372,0.669108197521961,0.618470336239248,0.590370851374276,0.541084938806136,0.709005572059759,0.66378319833655,0.73354903433605,0.388953992820424,0.623760009060841,0.664715916166042,0.537196494050684,0.530156285563908,0.459580102558287,0.66046986210679,0.416850791716627,0.601969294144327,0.624424670718826,0.410250129878907,0.455485634622295,0.428000315836244,0.379279283397629,0.366456550039191,0.373196628093645,0.394304457247311,0.451352068837721,0.381186930287208,0.430226987492284,0.341561614723009,0.324907430915232,0.420107439223837,0.343611153006004,0.312146244663159,0.208752588853937,0.29403970229573,0.263820337189077,0.258956065564834,0.282999577366092,0.216400456639986,0.246505010444576,0.267596726172538,0.241326116989631,0.191297398220662,0.203427488785657,0.22201882708638,0.213708243608837,0.281106854134236,0.210960853873888,0.175218684845696,0.202535209194884,0.182803100505182,0.191525290130567,0.169069131818812,0.23597721034446,0.180447960463649,0.126015578695324,0.142665275549519,0.135039105606064,0.149584821785044,0.155470189021414,0.142793088584856,0.127585292785294
"Salween",0.000506953152544536,3.07212871227309e-06,1.87672482134698e-05,2.69860558798164e-05,5.83545063913897e-07,0.000154781655437781,0.000281130696358567,9.93575015874057e-05,0.000109885511450287,3.19428533440167e-06,0.000190534267769663,5.31283574874808e-06,3.66192337403759e-07,0.00210693948419959,9.85103276014545e-06,8.91307311819643e-07,1.09035103521643e-06,9.29852428196836e-05,1.22620794175717e-22,1.71289153903689e-07,9.2541822312463e-05,1.8181487611897e-07,9.66017379210956e-05,9.53764233828204e-05,0.000165944185959324,1.13271509020675e-05,9.31936868151879e-05,2.44519664168956e-06,1.76761232225666e-05,6.01728546294329e-05,1.40928820688995e-07,2.13549221864538e-05,2.40840889078937e-07,7.37724410670673e-08,8.1452860339132e-05,8.66951364007717e-08,6.07627352134206e-05,7.57752609871054e-07,8.53900247809194e-09,3.46552165400868e-05,9.84227258758803e-05,3.32648304926243e-07,5.17823635979617e-08,1.20908151247483e-07,3.38309762659698e-07,4.17904048199181e-08,4.23181939726794e-05,3.37143622687107e-07,2.92913459754441e-07,3.5698434354528e-20,1.1702219178776e-07,2.95586946695043e-07,2.19651801812864e-07,3.20342811955107e-05,4.84213097424337e-07,3.13059742486102e-20,4.68456561344884e-21,2.80628564953901e-07,2.44045132628431e-20,7.48653604231126e-09,2.3694424272355e-05,1.66878548781196e-07,9.44899378781224e-09,5.1124713080975e-21,2.15111760887786e-07,2.50825778609775e-07,8.0143783094278e-21,5.03569189771617e-08,3.35145606758135e-05,3.09544938760675e-21,5.2208686859984e-08,1.91794489136075e-20,4.72440053934357e-06,8.37016957165617e-23,5.82629863907824e-09,5.10704473485025e-21,2.24291858471626e-22,2.610406279239e-10,1.7160415417437e-09,2.97518219613293e-14,2.0058556459568e-05,6.49047243431478e-08,1.59027175619623e-06,4.01953105215184e-07,2.67762815250545e-09,6.03527421368695e-12,7.70742652144556e-09,1.82236946998448e-18,3.80695164999154e-20,3.74807726074529e-21,9.74740758553026e-08,2.08631512472137e-09,9.61334929617867e-20,4.54118814249263e-20
"Tarim",4.21623967520785,4.99110366998905,4.93167953138153,3.45197327473437,4.2385860592547,4.03653905270916,3.67392999324556,3.63594952192457,3.21128893715054,3.68252338048655,3.0754464155727,4.28997765860458,5.74938442394997,2.72116894517239,2.74905526528577,3.91581917095256,4.24333767000512,3.62704388249808,4.88018284241119,6.51963757854353,5.95573305239044,5.65035364810195,5.34388704932792,4.11968589884245,4.97414735482138,4.45584048021757,4.48089326721158,4.19035347756968,5.34448526033742,4.92980031759377,5.95178419085105,3.48229573762495,5.25722000488515,5.08514258710279,3.72420102430906,5.17957374676513,4.24531359393485,4.4018598093939,6.22624567024387,5.14013730506231,3.86230000559924,5.2021168805002,5.34057968937119,4.75432138555588,5.50018777948101,4.06190598667708,5.80393855926325,4.75772165422204,6.90781659832254,6.35025944197922,4.98585065325782,4.40128316363569,4.72043478284205,3.84640355290409,3.8830417824142,4.51550467760372,5.61748553760351,5.84958144818118,4.11034338774268,5.73879269785366,3.54041926505268,4.47784524836736,4.94731578300304,4.40809220161727,3.64885548556622,3.45037630077164,5.19206079010505,3.64199486516348,3.62308344793704,5.43940427094496,4.01775283013161,4.41042810254088,3.28218465344286,5.44231634195319,3.08348095379008,3.49728960314447,4.89848942948733,3.1742861396965,4.05387416142091,4.91894579472779,3.0667974918511,4.00978307521258,4.5816468875354,3.61809439622425,3.38365302448138,4.34521156322189,4.81041135517437,4.22720885091882,3.29271649288865,3.41464897084817,3.18436651825868,4.33194486497689,3.98839387626703,4.44904779635579
