"","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"Ganges",3.75181683797532,1.50185431520917,1.74117514720066,2.45547640138631,2.70312392429253,1.38558550190394,1.35770550015754,2.80598812956168,3.01846933528693,2.15756391897312,3.27990887644254,1.54112586183145,1.58717755396305,1.3159660736082,1.79109166705246,2.34655992908444,2.61328156921361,2.27510394091133,2.42777693076075,2.60048693744644,2.52308308909566,2.21963407591679,1.83169531836738,1.91983008897676,1.72644007475606,1.90169036272703,1.51584903368016,2.24790753655523,1.92922927830271,2.41773997902083,2.56471452138233,2.77501020852007,1.75760344812175,1.54522604055064,1.46879676077976,1.89645435465436,2.49874974179476,1.26679034388185,1.23454795235399,1.37334661156959,2.45827649477251,1.40011077990211,1.50603392523311,2.32796161172013,2.76311638012473,2.32845164562595,2.04694066805896,2.49261275586916,1.35812836140925,1.94501660173193,1.47410742759062,1.48367559095659,1.83037763739637,1.118737888761,1.98842897940054,1.62442165979937,2.14524205666377,2.10763306301376,1.63336770527224,1.56943047272008,1.09311603124617,1.52432038301438,1.51756804700615,2.02469958787876,1.34299678429699,1.75335585069832,1.21091746726331,0.744527297245139,1.68792962269101,0.977480244511727,1.24370755120899,1.76452830837234,1.46446612676245,1.30802570405265,1.08292077139333,1.05342081633011,0.902785396461525,1.24383840219292,1.39790251341739,1.36657029262472,0.847223080663307,0.663377290460028,1.33200836988066,0.938095025477846,1.04332259721167,0.886958400402882,1.1417663524872,0.987428899055995,1.19892102760552,1.10088127530909,0.7563750262861,0.916519266971619,1.06706273690806,0.930334998033691
"Mekong",0.003260975774521,0.000910603598619421,0.000849370240188641,0.00147399470154822,0.00111550769107263,0.0068320486445778,0.00920812320916532,0.000636630845096574,0.000767084629533688,0.00414230242690315,0.00220124271258055,0.000981729522181018,0.000212342164513124,0.000938522549859286,0.00486133072739764,0.00110455875915602,0.00237352991284526,0.00143293031028509,0.00149772812338536,0.00179827030134711,0.00410616421611653,0.00221812169880578,0.0025539008460018,0.00166851142513169,0.00432293894155195,0.000586679703212058,0.00167946471609231,0.00235029627833358,0.00154378246974314,0.00242128247075081,0.00220953422767062,0.00535541001857415,0.00291654538626432,0.00671175198807226,0.000698629841054316,0.0015635505577915,0.00135347209093411,0.013592001753911,0.00138251588078193,0.00276431300445868,0.00239963462523709,0.000699939888283091,0.00691348058999749,0.000441996710444912,0.000657432705865936,0.000495324066594505,0.000761129398253348,0.00119324445672588,0.000506221639137601,0.00182395553441843,0.00119757450246242,0.000604615931332659,0.000681314039706223,0.00117308800626931,0.00406250672572079,0.000830783686499804,0.0021872682976085,0.00120156293028394,0.000830805033929771,0.000418639696375187,0.000256695073689382,0.000228396570095782,0.000158187809808534,0.0013267617736773,0.000518241543574742,0.0010241365348019,0.00100704813474954,0.00622444346260238,0.00155758841324864,0.000574414172911708,0.000801863418328002,0.000987783353128395,0.000276667771008094,0.000413804986743089,0.00223980344877663,0.00138366283636143,0.000276991723405492,0.000135805178942403,0.000546126664615299,0.00148221724768795,0.00325679639462583,0.000434185556406954,0.00118193689676281,0.000674467796354557,0.000349017624400015,0.00123614377396243,0.000159960026664298,0.00108485014415831,0.00126396138292964,0.000338881721466813,0.000177655345059586,0.000254301047889919,0.000460912864408462,0.000420896645605871
"Irawaddy",0.000321663209730613,6.18018709552146e-06,5.93550780898273e-06,0.00102540242797351,0.00115089089028455,0.000132012750483277,6.50699265650361e-05,4.78166084360341e-05,2.19547202787587e-05,0.000858534874934413,3.34194135240903e-05,0.000577756987831645,8.1377704784411e-05,3.60326289386936e-05,0.00160803765432161,0.000400805773837528,7.30830787297954e-05,0.0012739990049149,0.000617579444094847,1.67364179084509e-05,7.74058712240541e-05,3.13303616906077e-05,1.18228281210322e-05,0.000250135191139665,3.28900439576007e-05,1.04165576004536e-05,5.30271905656825e-06,0.000733701194850485,6.37632525504815e-06,2.4844828203589e-06,0.00017582403987319,0.000262599900460865,0.000117209828478006,0.000425695341975713,3.73086147172361e-05,1.98789985284722e-05,4.21816136758776e-05,0.000459009268131479,4.0389919792568e-05,7.01909328429952e-06,3.32432230824562e-05,1.23739555867575e-05,1.06971653903497e-05,0.000506126232560199,0.000318690553912134,0.00036892520796996,7.89859866154568e-06,5.33625085265675e-05,3.54387670615596e-06,4.91846381969102e-05,3.6473201334464e-05,0.000165998151471063,7.49869350736832e-05,2.98239640291716e-05,0.00077794988630317,8.13667962320343e-05,6.60847059012615e-05,0.000176062866609463,2.3928332329628e-05,2.86905867001229e-05,2.89478118010252e-05,4.87892215748538e-05,0.00023636336448541,3.43067702833333e-05,6.787588890315e-05,3.07501250212714e-05,0.000314305914342851,0.000243826251270585,3.00603716281085e-05,4.23280949900503e-05,0.000636930939241429,0.000191605554026605,4.33014422972524e-05,5.81439092558626e-05,9.67352509142381e-05,4.50378548099893e-05,1.1034728938149e-05,7.56791801564974e-05,8.97484519697741e-05,0.000267035347663415,7.22925193498756e-05,0.000119821322867285,5.06290740775512e-05,1.73083923970656e-05,2.74002691106864e-05,0.000178862233780058,3.21379973193858e-05,2.1874882790091e-05,6.1089683509738e-05,2.38126632289546e-05,1.46436735573452e-05,1.98716758479275e-05,3.48267293652697e-05,6.29019757789058e-05
"Luni_ext",1.65954448960826,1.69855784427678,1.88208972352553,1.48714647908168,1.61689226146205,1.44350793732237,1.35181605766424,1.51539218046428,1.5518514417841,1.33859429480778,1.44727455930614,1.56412358560254,1.76685714221454,0.923630107731709,1.13418409845295,1.65032223807674,2.20921402621497,1.38472527049458,1.79016741423262,2.64488795291724,2.17357161963426,2.18940115386527,1.79222234176035,1.37095405206773,2.02154273851062,1.58687326751684,1.52885932974122,1.53766297542424,1.78183032639536,1.9610710551503,2.18271691218188,1.33344549291693,1.71494869121945,1.73866231202393,1.35268750915643,2.25161513156723,1.31557568052803,1.06664920547865,1.81251467012857,1.53013511996553,1.40312241335605,1.71097336988491,1.52843420845425,1.85904625152968,2.28786742911463,1.4811434582183,2.41125803313742,2.01968009579625,2.4668197504519,2.22981094370766,1.51782612813141,1.49477694330602,1.74032308202322,1.3394623502063,1.44147431712428,1.79574587451771,1.82809429352041,2.34959615770481,1.65139541827161,2.19217705191922,1.36165597730592,1.6835150474886,1.7875706011876,1.63906912493335,1.45397729867054,1.56364323744301,1.90390626331584,0.941276955669838,1.48486605192083,1.55857799354768,1.3963176080342,1.73925214799422,1.31236617570497,1.86327332114076,1.00222708781287,1.37306271061364,1.38856996301247,1.24606193033082,1.47194650622699,1.76428128047554,0.968824160913901,1.15577538234604,1.71152572886362,1.28667768804342,1.07893100866214,1.25249416431887,1.58402346471777,1.50217827172052,1.4478158243057,1.20135650781586,0.8613915716071,1.31698138561827,1.30669976562243,1.23732506519414
"Indus",8.219021174755,7.10173694773328,7.8344505798496,7.19522105332126,8.15003914485374,6.37040276044186,6.46195442592484,7.98427923968488,7.15634276349024,7.01568577966517,6.37702676645411,7.14258351853816,8.27497264559605,4.20079649320879,5.46959393682908,7.81165301409739,10.2413566316882,6.36310238290779,8.35489869074618,12.2427862471276,10.5154860878915,10.3841149714878,7.53666071971801,5.96874431240397,8.71667810630705,7.2038502780683,6.25368748461716,7.10427650711722,7.37393541458549,9.03327456446002,9.40706952825344,5.92892407471618,8.59501281989564,7.64332284063901,6.28843713578327,10.2292943268223,6.43937107885308,4.42785177308491,8.46334178194112,7.24821874171051,6.73110235296536,6.45821523452753,6.29954807150737,7.66834910950613,9.04930182865103,5.7178727900139,8.86102084507579,8.21023298771389,9.15404949830889,9.06524923718,6.52574398748764,5.88411513690862,7.34366101623574,4.23136606460312,5.58844967678328,7.27464265349607,6.76022953778669,9.83509870762012,6.41682996730388,8.52283943614989,4.84036346110788,6.62005220753992,6.90009230043474,6.6433792454462,5.58043306821385,6.29185167905696,6.71455223407248,3.76781415036083,5.7771403352543,5.39720789966865,5.0712015005396,6.69405611275149,5.24360863703451,7.11650995440986,3.71619983367283,4.76477562906265,5.03438711812469,4.86464973594726,5.72046023010196,6.87842253527874,3.36677466599309,4.02529470727188,6.89382014002258,4.68405625157707,3.97786602241051,4.75147455795643,6.0915952017578,5.70135417450625,5.36004507264488,4.63959590822461,3.61265543479906,4.9187013892971,4.88087723075742,5.3205019940063
"Amu_Darya",4.98379638732013,8.81689539762295,8.70619755850248,7.25335167073409,6.56389866410126,7.89225268774802,5.83274808263814,6.36443868129983,6.17647780441647,5.28899867022606,6.40151716047876,6.77396073368044,8.65249644019584,5.99572915057194,5.71140954832654,7.09324372273973,7.20580249343247,6.64909602294489,6.72008194079915,8.86586955166161,8.22902766290519,9.81714345145346,9.81807145939775,6.86617101142101,8.66801738177758,8.76053019383287,10.1488743842351,7.28920827696596,8.55062643293617,9.15948699153603,10.428360812981,5.60745084940111,6.94671640536171,8.28195160235841,7.32884390423362,8.28097266748166,6.75530086901672,8.41990207111231,8.78139230733741,9.1522384884616,5.5423146960885,8.49275052654526,7.3626771129839,7.35163083198653,8.47437931477139,4.53602794601958,9.7543479734289,5.00336464807985,9.69809477433645,9.31620811631844,6.86824741944173,7.30455671472738,6.41425092494483,5.52874359030169,5.10966468885604,6.05376129698045,7.28912094777905,8.80616991406617,6.95073625977603,8.36840711389612,5.50910600919839,5.10018942083962,8.0472874986935,5.53326476116268,6.03051265876374,4.18414270623986,6.58785950933368,5.10229139481866,5.23570162883009,5.65350569959496,4.41614573120694,4.12067996653089,4.68911855843501,6.38642724253558,2.41061320225054,3.22532848454661,5.42189602487954,4.33338624616962,6.26493978838819,6.10400536466709,3.43618799318869,4.63454143154026,4.28753588934044,3.26901599577972,3.44994438130588,5.19824250727902,5.46845415242785,3.4806942755877,2.63372918551881,2.88506679534378,3.61510766180418,4.19120255566505,3.44575708396759,3.64938602691307
"Brahmaputra",0.522127865133976,0.0667589467407966,0.0205774022081162,0.412439645578008,0.590661926615608,0.157996837467664,0.246748468016124,0.158423516177721,0.218525304696553,0.24432653598889,0.391545373689281,0.368355443489951,0.113857873660302,0.0998044235971242,0.203652617827266,0.271831247636065,0.233446835950714,0.328565318515218,0.281495028073943,0.180263827126682,0.171241479696486,0.177633209335796,0.1601286462129,0.259752085397874,0.242399509678792,0.450258777378662,0.0550919236233375,0.168597938427677,0.25355565602515,0.166727232788657,0.156845834821035,1.00991081345509,0.198637518833519,0.213784650345758,0.257080627463539,0.0418676648115234,0.428793371980309,0.437458461222729,0.0553478978360516,0.137711446241033,0.311226520752772,0.361225056968778,0.203416838168139,0.362754877775308,0.501020106935667,0.466019208766361,0.0363065805251888,0.184364178807546,0.0570455311665447,0.140365646743625,0.149791059454254,0.297978197918594,0.174779664838015,0.388192747323794,0.225383428080644,0.0960073426869482,0.311995105537225,0.078915434712467,0.231305613332321,0.068909926023495,0.0592355528830933,0.079257354845777,0.199693662743727,0.176817961970642,0.276638435542016,0.111210625115883,0.217439913218158,0.170223487541936,0.117175346186018,0.0852907519763517,0.212214539181782,0.285569191684992,0.178770702867152,0.0301081831794558,0.181503945237289,0.0408282611509138,0.0452883284235589,0.127325156134295,0.24364231214094,0.263021999117817,0.284676283149357,0.0486534146390114,0.100467519200849,0.122050162148841,0.189963798695079,0.164768827100969,0.0897343860651968,0.0415378078521622,0.0603974555097071,0.0736361125525255,0.0598416421282666,0.0575032985383209,0.0592987196057843,0.0740929484917406
"Syr_Darya",4.18742233005014,5.81671189813737,5.13042765557234,4.7094172859679,4.49603590398701,5.39913936298289,4.32120837120756,4.2162169941108,4.66094071619311,4.15063159732947,4.84713036732116,5.00197357972494,5.79523424350208,4.70399587247058,4.54101194792482,5.08688666666413,4.06789017645057,4.71938239803068,4.6200853146343,5.51021413891758,5.69281996411907,5.80476703953983,6.15196913716911,5.01250375063713,4.97598371347229,5.23162108069358,6.1639831190728,4.33039502432741,4.59197077757692,5.46657707323403,5.93611619160322,3.83596570379941,4.05822771643885,4.36085896940907,4.07391867801129,3.80237792650183,3.32683200645751,4.67736543027059,4.38791908140414,4.94982725786037,2.30972576279189,4.1999214224433,4.48914599566426,3.5005671018202,3.50909284088369,2.78099010018715,4.56772105120701,2.55011892723867,4.11480604828593,4.35222751650323,2.63951537973527,3.0371053558892,2.89562508229925,2.48289816438929,2.34420697592445,2.41390503625181,2.57490953505112,3.03553055932135,2.55113030829182,2.90632833651756,2.19585427673511,2.11537462838874,2.88957743315507,2.21981952598541,2.1524164819496,1.3320006340216,1.98280903063459,1.72499865018974,1.72093770117211,1.88643857157925,1.43110573266901,1.55405359589528,1.81841716459603,1.64794374591569,1.16723631023339,1.30367602291228,1.45420976879926,1.41742673819829,1.90321310790572,1.40059619977119,1.1620040671735,1.33801726829015,1.19424711474439,1.21763310774014,1.11584202213172,1.62942590760661,1.22156694727431,0.781207988462937,0.952376314993868,0.887530053465405,1.01045516434039,1.0427719916252,0.926400975949891,0.804470341732963
"Salween",0.00951083499672153,9.69142294177885e-05,0.000554245211395134,0.000587643592349705,1.38972715761158e-05,0.00362790483446045,0.00577303176676232,0.00249030804348144,0.00280190808343105,6.96633902000826e-05,0.00410689768278055,0.000129237467413796,9.13899887832191e-06,0.0558723492087271,0.000213592299647356,2.16471106264006e-05,2.64490817967031e-05,0.00261149559689248,2.9685694525009e-21,4.903366000718e-06,0.002159721404673,4.71694216900826e-06,0.00238157417679732,0.00196589634434735,0.00326622207178592,0.00026158103237923,0.00286009032531418,5.56600232562101e-05,0.000499791479579443,0.00157441899109671,3.39252804066219e-06,0.000472567774611353,5.52612883367998e-06,1.6816908165756e-06,0.00184175327292565,2.25290972980038e-06,0.00142243473205784,1.72797350901808e-05,1.80383351017256e-07,0.000868829580037274,0.00223406175823358,9.98036504669366e-06,1.23947371215785e-06,2.51499219593091e-06,1.04347688496281e-05,1.07740226182187e-06,0.00139637280169456,8.18198788466991e-06,8.57674904140026e-06,7.72190995653806e-19,2.61337068701176e-06,7.28540954009028e-06,5.83499213297379e-06,0.000718011965705623,8.46411636836551e-06,7.61413494628786e-19,1.20055528071424e-19,6.77642770239233e-06,7.2765939789434e-19,2.41141378536519e-07,0.000841918736059837,4.67857307710046e-06,2.36589563079995e-07,1.33549471296071e-19,5.54689054580999e-06,6.71779205593509e-06,2.0036400276403e-19,9.92997256159137e-07,0.000727917228540725,7.53878560351122e-20,1.13905440675098e-06,4.3580842420511e-19,0.000117133366098643,2.53192738146709e-21,1.47016243285479e-07,1.05603638227558e-19,5.94192982408795e-21,6.06294982548661e-09,4.74129673728359e-08,6.79540600646568e-13,0.000366530140847015,1.53224446551602e-06,3.75033372690605e-05,1.10764682667941e-05,7.08503225654889e-08,1.50380953059639e-10,1.8377473546781e-07,4.04660842529652e-17,1.00443674586855e-18,1.07688636638322e-19,2.34795775910741e-06,6.27380111155102e-08,2.83447684474447e-18,1.04292209339989e-18
"Tarim",17.1529044244764,20.1488026589177,19.7564353620725,13.9784179623762,17.0741968060448,16.4216975135483,14.87374051608,14.6004702255597,12.8279912731843,14.7834143788591,12.2968840554683,17.4349006978629,23.5174630087623,10.8120680310273,10.854517485517,15.921006552859,17.5113004390634,14.6545626939512,20.1323352513405,26.8686070168011,24.9560299087009,23.2597866632799,21.8647954258927,16.848219245079,20.5971012859599,18.3389701535718,18.0989098043149,17.1664337965415,21.9611054250427,20.5751407277394,24.3798493234169,14.2646453044448,21.9164646694203,21.1090102481084,15.2881557508702,21.3398669566724,17.4682504270085,18.1388904528279,26.0589829808172,21.3694866184936,15.8120691158645,21.3924331211719,22.3081733338429,19.6158653910752,22.7057729728872,16.9249088577421,24.1857028284168,19.7928082053185,28.7432015417753,26.3751778361524,20.8601261210808,18.4749821779114,19.6037687320841,16.148094245833,16.2320695464443,18.8426187636994,23.4278558122992,24.6137332577417,17.2002222903129,23.6895032792841,14.6772577626991,18.7487656754099,20.6226049170495,18.3906360383396,15.1418649821273,14.4187793233728,21.5244185823724,15.1728468124985,15.069963344368,22.6455455965435,16.7826930388345,18.534431001548,13.6539867429139,22.3876668346336,12.8707250440497,14.7485801645568,20.3987762233789,13.2241473792085,16.9700281323206,20.5423636018778,12.803853178404,16.9249405562508,19.3487774132894,15.3625948036592,13.9999079451331,17.8852681706517,19.9593990804213,17.7151023013101,14.0309001292304,14.227526200664,13.330518014335,18.1127600990027,16.7321732179915,18.7875056626057
